what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1491154438189
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491154438189
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491154439816
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1491154449199
closed,editor,org.eclipse.ui.browser,3.3.0.v20100517,"org.eclipse.ui.browser.editor",1491154465252
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1491154467849
opened,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1491154468298
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1491154468326
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1491154484051
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1491154492034
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1491154496824
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1491154514091
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1491154516511
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1491154529669
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1491154542108
activated,editor,org.eclipse.jst.jsp.ui,1.1.500.v201006030742,"org.eclipse.jst.jsp.core.jspsource.source",1491154545371
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491154551451
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1491154569395
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154572964
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154579320
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154603334
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154622395
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491154622595
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154624632
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154629336
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1491154636538
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1491154677336
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491154677597
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491154686327
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491154697026
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491154697026
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491154698524
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491154724940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154847244
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154847378
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154943296
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154975242
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1491154985663
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1491154988471
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154999110
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491154999237
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1491155004138
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155034311
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155034433
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155040192
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155040301
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155047790
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155047894
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155117595
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155144367
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1491155154048
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155159844
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155163279
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1491155165215
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155172908
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155173018
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155187190
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155195519
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491155236673
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491155242855
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491155255075
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155260409
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155260537
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155268463
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155273321
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155289461
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155289962
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155293316
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155293730
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1491155311023
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155343787
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155343842
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155349083
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155349388
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155382883
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155383001
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1491155393899
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155394277
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1491155394295
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155395373
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155403758
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155403967
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155409160
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1491155410912
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491155423295
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1491155427610
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1491155428688
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1491155434329
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1491155436895
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155447956
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1491155448083
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1491155453853
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1491155467819
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1491155469873
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1491155485046
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1491155489140
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155518467
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155518611
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155535917
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1491155560274
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155575214
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1491155576237
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1491155599386
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1491155599841
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1491155600646
